Against,Beneficiary,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Kansas City,New England,12/08/2019,Jerome Boger,10,136,5,45,3,63,2,28,1,1,0,0,5,0,14,2019
New England,Kansas City,12/08/2019,Jerome Boger,5,25,1,5,4,20,0,0,1,1,0,0,0,0,14,2019
Oakland,Tennessee,12/08/2019,Brad Allen,3,20,1,10,2,10,0,0,1,0,1,0,2,0,14,2019
Tennessee,Oakland,12/08/2019,Brad Allen,4,21,1,10,3,11,0,0,1,0,1,0,0,0,14,2019
Seattle,LA Rams,12/08/2019,Shawn Hochuli,8,64,6,55,2,9,0,0,4,2,2,0,0,0,14,2019
LA Rams,Seattle,12/08/2019,Shawn Hochuli,3,20,1,10,1,5,1,5,1,0,1,0,1,0,14,2019
Philadelphia,N.Y. Giants,12/09/2019,Scott Novak,4,30,3,20,0,0,1,10,2,2,0,0,0,0,14,2019
N.Y. Giants,Philadelphia,12/09/2019,Scott Novak,7,54,2,15,3,25,2,14,1,1,0,0,1,0,14,2019
N.Y. Jets,Baltimore,12/12/2019,John Hussey,8,94,2,20,5,59,1,15,3,1,2,0,1,0,15,2019
Baltimore,N.Y. Jets,12/12/2019,John Hussey,6,35,3,15,0,0,3,20,5,3,0,2,0,0,15,2019
Seattle,Carolina,12/15/2019,Carl Cheffers,5,40,5,40,0,0,0,0,2,2,0,0,2,0,15,2019
Carolina,Seattle,12/15/2019,Carl Cheffers,2,15,0,0,1,5,1,10,1,0,1,0,1,0,15,2019
Cincinnati,New England,12/15/2019,Alex Kemp,5,25,3,15,2,10,0,0,2,2,0,0,2,0,15,2019
New England,Cincinnati,12/15/2019,Alex Kemp,4,30,1,5,3,25,0,0,1,1,0,0,1,0,15,2019
Tampa Bay,Detroit,12/15/2019,Adrian Hill,9,70,5,40,3,25,1,5,4,2,1,1,1,0,15,2019
Detroit,Tampa Bay,12/15/2019,Adrian Hill,2,10,1,5,0,0,1,5,2,1,0,1,0,0,15,2019
Chicago,Green Bay,12/15/2019,Scott Novak,4,35,2,10,0,0,2,25,1,1,0,0,0,0,15,2019
Green Bay,Chicago,12/15/2019,Scott Novak,4,30,2,20,1,5,1,5,1,0,0,1,1,0,15,2019
Denver,Kansas City,12/15/2019,Clete Blakeman,7,72,2,10,4,57,1,5,3,2,1,0,0,1,15,2019
Kansas City,Denver,12/15/2019,Clete Blakeman,5,45,1,15,2,10,2,20,1,0,0,1,0,1,15,2019
Miami,N.Y. Giants,12/15/2019,Jerome Boger,7,42,2,6,4,34,1,2,2,2,0,0,4,0,15,2019
N.Y. Giants,Miami,12/15/2019,Jerome Boger,4,32,2,20,2,12,0,0,0,0,0,0,0,0,15,2019
Buffalo,Pittsburgh,12/15/2019,Tony Corrente,8,70,2,15,4,35,2,20,3,1,2,0,1,0,15,2019
Pittsburgh,Buffalo,12/15/2019,Tony Corrente,6,30,3,15,2,10,1,5,6,3,2,1,1,0,15,2019
Houston,Tennessee,12/15/2019,Bill Vinovich,5,27,1,5,2,12,2,10,3,1,0,2,1,0,15,2019
Tennessee,Houston,12/15/2019,Bill Vinovich,4,30,2,10,2,20,0,0,2,2,0,0,3,0,15,2019
Washington,Philadelphia,12/15/2019,Shawn Smith,5,60,2,15,3,45,0,0,1,1,0,0,2,0,15,2019
Philadelphia,Washington,12/15/2019,Shawn Smith,7,54,4,30,3,24,0,0,3,2,1,0,1,0,15,2019
Arizona,Cleveland,12/15/2019,Brad Allen,5,34,1,5,3,19,1,10,2,1,1,0,2,0,15,2019
Cleveland,Arizona,12/15/2019,Brad Allen,6,55,3,20,1,21,2,14,3,2,0,1,0,0,15,2019
Oakland,Jacksonville,12/15/2019,Brad Rogers,6,51,2,10,4,41,0,0,3,2,1,0,0,0,15,2019
Jacksonville,Oakland,12/15/2019,Brad Rogers,8,87,2,19,5,63,1,5,1,0,1,0,0,0,15,2019
Dallas,LA Rams,12/15/2019,Walt Anderson,4,16,0,0,4,16,0,0,3,0,3,0,0,1,15,2019
LA Rams,Dallas,12/15/2019,Walt Anderson,5,29,3,20,1,4,1,5,3,2,0,1,1,1,15,2019
San Francisco,Atlanta,12/15/2019,Craig Wrolstad,7,67,3,20,4,47,0,0,3,2,1,0,1,0,15,2019
Atlanta,San Francisco,12/15/2019,Craig Wrolstad,11,98,6,50,2,30,3,18,4,2,0,2,0,0,15,2019
LA Chargers,Minnesota,12/15/2019,Ron Torbert,5,48,3,28,2,20,0,0,1,1,0,0,0,0,15,2019
Minnesota,LA Chargers,12/15/2019,Ron Torbert,5,41,5,41,0,0,0,0,2,2,0,0,0,0,15,2019
Indianapolis,New Orleans,12/16/2019,Shawn Hochuli,7,49,2,14,3,15,2,20,2,1,1,0,0,0,15,2019
New Orleans,Indianapolis,12/16/2019,Shawn Hochuli,6,52,2,15,3,27,1,10,1,1,0,0,1,0,15,2019
Tampa Bay,Houston,12/21/2019,Scott Novak,6,45,2,20,3,15,1,10,1,0,1,0,0,0,16,2019
Houston,Tampa Bay,12/21/2019,Scott Novak,4,35,2,15,1,15,1,5,2,1,0,1,2,0,16,2019
Buffalo,New England,12/21/2019,John Hussey,7,46,2,10,4,31,1,5,4,2,1,1,2,0,16,2019
New England,Buffalo,12/21/2019,John Hussey,3,30,3,30,0,0,0,0,0,0,0,0,0,0,16,2019
LA Rams,San Francisco,12/21/2019,Clete Blakeman,7,43,3,20,2,15,2,8,3,2,0,1,0,0,16,2019
San Francisco,LA Rams,12/21/2019,Clete Blakeman,3,26,1,5,1,6,1,15,1,1,0,0,1,0,16,2019
Detroit,Denver,12/22/2019,Craig Wrolstad,7,68,1,5,4,38,2,25,1,1,0,0,0,0,16,2019
Denver,Detroit,12/22/2019,Craig Wrolstad,6,50,3,30,2,10,1,10,0,0,0,0,1,0,16,2019
LA Chargers,Oakland,12/22/2019,Clay Martin,2,15,2,15,0,0,0,0,1,1,0,0,1,0,16,2019
Oakland,LA Chargers,12/22/2019,Clay Martin,5,47,1,10,4,37,0,0,1,0,1,0,0,0,16,2019
Jacksonville,Atlanta,12/22/2019,Adrian Hill,6,36,2,11,3,15,1,10,4,1,3,0,2,0,16,2019
Atlanta,Jacksonville,12/22/2019,Adrian Hill,9,64,5,33,3,23,1,8,2,2,0,0,0,0,16,2019
Cleveland,Baltimore,12/22/2019,Alex Kemp,7,62,4,40,3,22,0,0,2,1,1,0,0,0,16,2019
Baltimore,Cleveland,12/22/2019,Alex Kemp,7,50,1,10,5,31,1,9,1,0,1,0,1,0,16,2019
Carolina,Indianapolis,12/22/2019,Walt Anderson,6,46,1,5,5,41,0,0,2,1,1,0,0,1,16,2019
Indianapolis,Carolina,12/22/2019,Walt Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2019
Miami,Cincinnati,12/22/2019,Brad Allen,6,47,1,10,4,27,1,10,2,0,2,0,2,0,16,2019
Cincinnati,Miami,12/22/2019,Brad Allen,10,77,4,20,4,42,2,15,6,4,1,1,1,0,16,2019
Pittsburgh,N.Y. Jets,12/22/2019,Shawn Hochuli,4,34,1,5,1,14,2,15,2,1,0,1,2,0,16,2019
N.Y. Jets,Pittsburgh,12/22/2019,Shawn Hochuli,3,30,0,0,2,20,1,10,0,0,0,0,0,0,16,2019
New Orleans,Tennessee,12/22/2019,Jerome Boger,11,70,6,45,2,10,3,15,5,3,0,2,3,0,16,2019
Tennessee,New Orleans,12/22/2019,Jerome Boger,6,56,3,20,2,28,1,8,1,1,0,0,1,0,16,2019
Washington,N.Y. Giants,12/22/2019,Ron Torbert,6,51,2,11,4,40,0,0,1,1,0,0,1,0,16,2019
N.Y. Giants,Washington,12/22/2019,Ron Torbert,4,33,1,5,2,18,1,10,1,1,0,0,1,0,16,2019
Philadelphia,Dallas,12/22/2019,Tony Corrente,4,30,4,30,0,0,0,0,2,2,0,0,0,1,16,2019
Dallas,Philadelphia,12/22/2019,Tony Corrente,2,20,0,0,1,15,1,5,1,0,0,1,1,1,16,2019
Arizona,Seattle,12/22/2019,Brad Rogers,5,47,1,2,2,20,2,25,2,1,1,0,0,0,16,2019
Seattle,Arizona,12/22/2019,Brad Rogers,7,55,2,15,1,15,4,25,4,1,0,3,0,0,16,2019
Kansas City,Chicago,12/22/2019,Carl Cheffers,9,71,3,25,6,46,0,0,4,1,3,0,2,0,16,2019
Chicago,Kansas City,12/22/2019,Carl Cheffers,7,50,3,20,3,25,1,5,3,2,1,0,1,0,16,2019
Minnesota,Green Bay,12/23/2019,Bill Vinovich,3,30,3,30,0,0,0,0,1,1,0,0,0,0,16,2019
Green Bay,Minnesota,12/23/2019,Bill Vinovich,2,20,1,10,0,0,1,10,0,0,0,0,1,0,16,2019
Pittsburgh,Baltimore,12/29/2019,Bill Vinovich,6,47,2,17,4,30,0,0,3,0,3,0,1,0,17,2019
Baltimore,Pittsburgh,12/29/2019,Bill Vinovich,6,35,2,10,1,5,3,20,4,2,0,2,2,0,17,2019
N.Y. Jets,Buffalo,12/29/2019,Brad Rogers,2,13,0,0,1,5,1,8,0,0,0,0,0,0,17,2019
Buffalo,N.Y. Jets,12/29/2019,Brad Rogers,5,40,3,25,2,15,0,0,2,1,1,0,0,0,17,2019
Carolina,New Orleans,12/29/2019,Ron Torbert,5,54,1,10,3,39,1,5,0,0,0,0,0,0,17,2019
New Orleans,Carolina,12/29/2019,Ron Torbert,3,44,0,0,1,29,2,15,0,0,0,0,0,0,17,2019
Cleveland,Cincinnati,12/29/2019,Adrian Hill,4,33,2,15,1,8,1,10,1,1,0,0,0,0,17,2019
Cincinnati,Cleveland,12/29/2019,Adrian Hill,3,20,1,5,1,5,1,10,1,1,0,0,0,0,17,2019
Dallas,Washington,12/29/2019,Craig Wrolstad,10,81,6,50,2,20,2,11,4,2,1,1,1,0,17,2019
Washington,Dallas,12/29/2019,Craig Wrolstad,2,10,2,10,0,0,0,0,1,1,0,0,2,0,17,2019
Green Bay,Detroit,12/29/2019,Shawn Hochuli,9,97,4,30,4,57,1,10,3,2,1,0,0,0,17,2019
Detroit,Green Bay,12/29/2019,Shawn Hochuli,4,50,3,35,1,15,0,0,0,0,0,0,1,0,17,2019
Houston,Tennessee,12/29/2019,Clete Blakeman,5,35,2,10,3,25,0,0,3,1,2,0,0,0,17,2019
Tennessee,Houston,12/29/2019,Clete Blakeman,5,37,2,15,0,0,3,22,3,1,0,2,0,0,17,2019
Indianapolis,Jacksonville,12/29/2019,Brad Allen,4,36,1,10,2,21,1,5,0,0,0,0,0,0,17,2019
Jacksonville,Indianapolis,12/29/2019,Brad Allen,3,27,1,10,2,17,0,0,1,0,1,0,1,0,17,2019
LA Chargers,Kansas City,12/29/2019,Walt Anderson,8,40,5,25,3,15,0,0,6,4,2,0,1,0,17,2019
Kansas City,LA Chargers,12/29/2019,Walt Anderson,5,39,2,14,3,25,0,0,1,1,0,0,1,0,17,2019
Minnesota,Chicago,12/29/2019,John Hussey,3,40,2,25,1,15,0,0,0,0,0,0,0,0,17,2019
Chicago,Minnesota,12/29/2019,John Hussey,3,34,2,20,1,14,0,0,1,1,0,0,0,0,17,2019
New England,Miami,12/29/2019,Clay Martin,6,54,3,20,2,19,1,15,2,2,0,0,0,1,17,2019
Miami,New England,12/29/2019,Clay Martin,4,35,1,5,2,25,1,5,1,0,0,1,0,1,17,2019
Philadelphia,N.Y. Giants,12/29/2019,Alex Kemp,7,55,2,15,4,30,1,10,3,1,2,0,3,0,17,2019
N.Y. Giants,Philadelphia,12/29/2019,Alex Kemp,4,48,1,10,2,28,1,10,0,0,0,0,0,0,17,2019
Tampa Bay,Atlanta,12/29/2019,Carl Cheffers,12,97,5,45,5,40,2,12,4,0,3,1,1,0,17,2019
Atlanta,Tampa Bay,12/29/2019,Carl Cheffers,5,53,1,5,1,33,3,15,2,0,0,2,0,0,17,2019
Denver,Oakland,12/29/2019,Shawn Smith,9,61,5,43,3,13,1,5,4,2,1,1,2,0,17,2019
Oakland,Denver,12/29/2019,Shawn Smith,10,107,3,20,4,51,3,36,2,2,0,0,0,0,17,2019
Arizona,LA Rams,12/29/2019,Jerome Boger,8,63,4,35,4,28,0,0,2,1,1,0,1,0,17,2019
LA Rams,Arizona,12/29/2019,Jerome Boger,10,91,4,35,6,56,0,0,2,1,1,0,0,0,17,2019
San Francisco,Seattle,12/29/2019,Tony Corrente,8,57,2,18,4,24,2,15,3,1,1,1,0,0,17,2019
Seattle,San Francisco,12/29/2019,Tony Corrente,5,29,4,24,1,5,0,0,4,3,1,0,0,0,17,2019
Houston,Buffalo,01/04/2020,Tony Corrente,4,20,2,10,0,0,2,10,4,2,0,2,0,1,wildcard-weekend,2019
Buffalo,Houston,01/04/2020,Tony Corrente,7,64,6,59,1,5,0,0,2,2,0,0,1,1,wildcard-weekend,2019
Tennessee,New England,01/04/2020,John Hussey,5,25,2,10,1,5,2,10,4,2,0,2,1,1,wildcard-weekend,2019
New England,Tennessee,01/04/2020,John Hussey,3,28,1,5,1,18,1,5,1,0,0,1,0,1,wildcard-weekend,2019
New Orleans,Minnesota,01/05/2020,Carl Cheffers,6,52,1,5,2,15,3,32,2,1,0,1,0,0,wildcard-weekend,2019
Minnesota,New Orleans,01/05/2020,Carl Cheffers,4,26,3,21,1,5,0,0,1,1,0,0,0,0,wildcard-weekend,2019
Philadelphia,Seattle,01/05/2020,Shawn Smith,7,45,4,20,2,10,1,15,4,4,0,0,1,0,wildcard-weekend,2019
Seattle,Philadelphia,01/05/2020,Shawn Smith,11,114,6,40,5,74,0,0,5,4,1,0,0,0,wildcard-weekend,2019
San Francisco,Minnesota,01/11/2020,Walt Anderson,5,38,3,15,2,23,0,0,3,3,0,0,0,0,divisional-playoffs,2019
Minnesota,San Francisco,01/11/2020,Walt Anderson,1,15,0,0,0,0,1,15,0,0,0,0,0,0,divisional-playoffs,2019
Tennessee,Baltimore,01/11/2020,Bill Vinovich,5,20,2,10,2,10,1,0,3,2,1,0,0,0,divisional-playoffs,2019
Baltimore,Tennessee,01/11/2020,Bill Vinovich,7,56,4,35,1,6,2,15,2,2,0,0,0,0,divisional-playoffs,2019
Kansas City,Houston,01/12/2020,Shawn Smith,4,37,3,25,1,12,0,0,2,2,0,0,0,0,divisional-playoffs,2019
Houston,Kansas City,01/12/2020,Shawn Smith,7,87,2,15,5,72,0,0,2,1,1,0,2,0,divisional-playoffs,2019
Green Bay,Seattle,01/12/2020,Clete Blakeman,4,30,2,20,2,10,0,0,1,0,1,0,4,0,divisional-playoffs,2019
Seattle,Green Bay,01/12/2020,Clete Blakeman,6,47,1,5,5,42,0,0,3,1,2,0,0,0,divisional-playoffs,2019
Kansas City,Tennessee,01/19/2020,Tony Corrente,9,61,0,0,6,36,3,25,4,0,3,1,0,0,conference-championship,2019
Tennessee,Kansas City,01/19/2020,Tony Corrente,8,85,4,29,4,56,0,0,2,2,0,0,1,0,conference-championship,2019
Green Bay,San Francisco,01/19/2020,John Hussey,6,46,3,20,3,26,0,0,2,2,0,0,1,0,conference-championship,2019
San Francisco,Green Bay,01/19/2020,John Hussey,2,10,0,0,1,5,1,5,1,0,0,1,1,0,conference-championship,2019
Kansas City,San Francisco,02/02/2020,Bill Vinovich,4,24,2,10,1,5,1,9,3,2,1,0,1,0,super-bowl,2019
San Francisco,Kansas City,02/02/2020,Bill Vinovich,5,45,3,20,2,25,0,0,3,2,1,0,1,0,super-bowl,2019
Houston,Kansas City,09/10/2020,Clete Blakeman,5,37,1,5,4,32,0,0,2,1,1,0,0,0,1,2020
Kansas City,Houston,09/10/2020,Clete Blakeman,1,5,1,5,0,0,0,0,1,1,0,0,0,0,1,2020
Atlanta,Seattle,09/13/2020,Shawn Hochuli,6,72,3,21,2,46,1,5,3,2,0,1,0,0,1,2020
Seattle,Atlanta,09/13/2020,Shawn Hochuli,6,46,5,35,1,11,0,0,3,3,0,0,1,0,1,2020
Baltimore,Cleveland,09/13/2020,Ron Torbert,7,66,1,15,5,46,1,5,2,0,1,1,0,0,1,2020
Cleveland,Baltimore,09/13/2020,Ron Torbert,8,80,6,50,0,0,2,30,3,3,0,0,0,0,1,2020
N.Y. Jets,Buffalo,09/13/2020,Shawn Smith,9,95,1,5,7,81,1,9,3,1,2,0,1,0,1,2020
Buffalo,N.Y. Jets,09/13/2020,Shawn Smith,7,80,3,25,3,40,1,15,1,1,0,0,0,0,1,2020
Las Vegas,Carolina,09/13/2020,Brad Allen,3,40,2,15,1,25,0,0,1,1,0,0,1,0,1,2020
Carolina,Las Vegas,09/13/2020,Brad Allen,5,65,1,15,2,24,2,26,0,0,0,0,1,0,1,2020
Chicago,Detroit,09/13/2020,Alex Kemp,6,48,1,5,4,38,1,5,1,1,0,0,0,1,1,2020
Detroit,Chicago,09/13/2020,Alex Kemp,8,77,3,25,4,47,1,5,3,1,1,1,1,1,1,2020
Jacksonville,Indianapolis,09/13/2020,John Hussey,6,61,1,15,5,46,0,0,1,0,1,0,2,0,1,2020
Indianapolis,Jacksonville,09/13/2020,John Hussey,5,80,3,35,2,45,0,0,1,1,0,0,2,0,1,2020
Minnesota,Green Bay,09/13/2020,Bill Vinovich,5,20,2,5,3,15,0,0,4,2,2,0,1,0,1,2020
Green Bay,Minnesota,09/13/2020,Bill Vinovich,6,63,2,23,4,40,0,0,0,0,0,0,0,0,1,2020
New England,Miami,09/13/2020,Adrian Hill,3,47,0,0,3,47,0,0,0,0,0,0,1,0,1,2020
Miami,New England,09/13/2020,Adrian Hill,4,35,1,10,3,25,0,0,0,0,0,0,0,0,1,2020
Washington,Philadelphia,09/13/2020,Brad Rogers,7,55,1,5,5,45,1,5,4,1,3,0,0,0,1,2020
Philadelphia,Washington,09/13/2020,Brad Rogers,3,20,0,0,2,10,1,10,1,0,1,0,0,0,1,2020
LA Chargers,Cincinnati,09/13/2020,Clay Martin,6,35,2,15,1,5,3,15,3,1,1,1,0,1,1,2020
Cincinnati,LA Chargers,09/13/2020,Clay Martin,7,44,5,30,2,14,0,0,4,4,0,0,1,1,1,2020
New Orleans,Tampa Bay,09/13/2020,Jerome Boger,6,119,0,0,6,119,0,0,0,0,0,0,0,0,1,2020
Tampa Bay,New Orleans,09/13/2020,Jerome Boger,9,103,4,30,5,73,0,0,4,2,2,0,0,0,1,2020
Arizona,San Francisco,09/13/2020,Carl Cheffers,9,102,7,60,2,42,0,0,2,2,0,0,1,0,1,2020
San Francisco,Arizona,09/13/2020,Carl Cheffers,5,53,1,5,4,48,0,0,1,1,0,0,0,0,1,2020
Dallas,LA Rams,09/13/2020,Tony Corrente,7,50,4,35,3,15,0,0,4,1,3,0,0,0,1,2020
LA Rams,Dallas,09/13/2020,Tony Corrente,5,34,3,25,1,4,1,5,1,0,0,1,0,0,1,2020
N.Y. Giants,Pittsburgh,09/14/2020,Craig Wrolstad,4,25,4,25,0,0,0,0,3,3,0,0,0,0,1,2020
Pittsburgh,N.Y. Giants,09/14/2020,Craig Wrolstad,3,21,1,4,2,17,0,0,1,1,0,0,0,0,1,2020
Tennessee,Denver,09/14/2020,Scott Novak,5,37,3,14,1,13,1,10,3,3,0,0,1,0,1,2020
Denver,Tennessee,09/14/2020,Scott Novak,5,56,0,0,4,50,1,6,1,0,1,0,0,0,1,2020
Cleveland,Cincinnati,09/17/2020,Shawn Smith,8,76,3,34,5,42,0,0,3,1,2,0,0,0,2,2020
Cincinnati,Cleveland,09/17/2020,Shawn Smith,4,45,2,20,1,15,1,10,0,0,0,0,2,0,2,2020
N.Y. Giants,Chicago,09/20/2020,Bill Vinovich,3,20,1,10,1,5,1,5,1,0,1,0,0,0,2,2020
Chicago,N.Y. Giants,09/20/2020,Bill Vinovich,5,48,1,15,4,33,0,0,1,0,1,0,0,0,2,2020
Atlanta,Dallas,09/20/2020,Brad Rogers,8,51,2,10,4,21,2,20,2,1,0,1,2,0,2,2020
Dallas,Atlanta,09/20/2020,Brad Rogers,7,75,3,30,3,33,1,12,2,1,1,0,3,0,2,2020
Green Bay,Detroit,09/20/2020,Clete Blakeman,8,60,5,35,2,20,1,5,5,3,1,1,0,0,2,2020
Detroit,Green Bay,09/20/2020,Clete Blakeman,7,70,2,25,4,40,1,5,0,0,0,0,3,0,2,2020
Indianapolis,Minnesota,09/20/2020,Alex Kemp,9,93,4,35,4,48,1,10,1,1,0,0,0,1,2,2020
Minnesota,Indianapolis,09/20/2020,Alex Kemp,6,45,2,25,3,15,1,5,0,0,0,0,1,1,2,2020
Miami,Buffalo,09/20/2020,Jerome Boger,3,20,2,15,1,5,0,0,1,1,0,0,2,0,2,2020
Buffalo,Miami,09/20/2020,Jerome Boger,6,55,3,25,2,20,1,10,1,1,0,0,1,0,2,2020
N.Y. Jets,San Francisco,09/20/2020,Ron Torbert,5,65,2,25,2,30,1,10,0,0,0,0,1,0,2,2020
San Francisco,N.Y. Jets,09/20/2020,Ron Torbert,5,59,3,25,2,34,0,0,1,1,0,0,1,0,2,2020
LA Rams,Philadelphia,09/20/2020,Brad Allen,4,24,1,10,2,9,1,5,2,0,1,1,1,0,2,2020
Philadelphia,LA Rams,09/20/2020,Brad Allen,5,30,1,5,3,15,1,10,3,1,2,0,0,0,2,2020
Pittsburgh,Denver,09/20/2020,Adrian Hill,10,89,2,20,6,54,2,15,1,0,0,1,0,0,2,2020
Denver,Pittsburgh,09/20/2020,Adrian Hill,4,30,2,15,2,15,0,0,2,1,1,0,1,0,2,2020
Tampa Bay,Carolina,09/20/2020,John Hussey,5,37,2,20,3,17,0,0,2,0,2,0,1,1,2,2020
Carolina,Tampa Bay,09/20/2020,John Hussey,9,77,4,25,4,45,1,7,3,3,0,0,0,1,2,2020
Tennessee,Jacksonville,09/20/2020,Clay Martin,4,30,3,15,1,15,0,0,3,3,0,0,0,0,2,2020
Jacksonville,Tennessee,09/20/2020,Clay Martin,8,60,1,5,6,50,1,5,4,1,2,1,0,0,2,2020
Washington,Arizona,09/20/2020,Land Clark,6,42,2,15,2,10,2,17,2,1,1,0,1,0,2,2020
Arizona,Washington,09/20/2020,Land Clark,11,97,8,73,3,24,0,0,3,3,0,0,1,0,2,2020
Houston,Baltimore,09/20/2020,Tony Corrente,4,22,1,5,3,17,0,0,3,1,2,0,0,0,2,2020
Baltimore,Houston,09/20/2020,Tony Corrente,3,21,0,0,2,10,1,11,1,0,1,0,1,0,2,2020
Kansas City,LA Chargers,09/20/2020,Carl Cheffers,11,90,6,50,3,25,2,15,5,2,2,1,1,0,2,2020
LA Chargers,Kansas City,09/20/2020,Carl Cheffers,6,40,2,15,3,15,1,10,4,1,3,0,1,0,2,2020
Seattle,New England,09/20/2020,Craig Wrolstad,9,68,7,54,2,14,0,0,3,3,0,0,1,0,2,2020
New England,Seattle,09/20/2020,Craig Wrolstad,2,12,0,0,1,5,1,7,0,0,0,0,0,0,2,2020
Las Vegas,New Orleans,09/21/2020,Shawn Hochuli,3,13,1,7,1,5,1,1,0,0,0,0,3,0,2,2020
New Orleans,Las Vegas,09/21/2020,Shawn Hochuli,10,129,4,40,6,89,0,0,2,1,1,0,2,0,2,2020
Jacksonville,Miami,09/24/2020,Brad Allen,8,63,3,20,5,43,0,0,2,1,1,0,1,0,3,2020
Miami,Jacksonville,09/24/2020,Brad Allen,6,51,3,30,3,21,0,0,2,1,1,0,1,0,3,2020
Chicago,Atlanta,09/27/2020,Jerome Boger,10,80,3,20,4,40,3,20,5,2,1,2,1,0,3,2020
Atlanta,Chicago,09/27/2020,Jerome Boger,7,75,3,30,3,30,1,15,2,1,1,0,1,0,3,2020
LA Rams,Buffalo,09/27/2020,Alex Kemp,3,30,2,20,1,10,0,0,0,0,0,0,1,1,3,2020
Buffalo,LA Rams,09/27/2020,Alex Kemp,5,55,5,55,0,0,0,0,1,1,0,0,1,1,3,2020
Cleveland,Washington,09/27/2020,Shawn Hochuli,6,50,4,33,2,17,0,0,2,2,0,0,0,0,3,2020
Washington,Cleveland,09/27/2020,Shawn Hochuli,4,40,3,35,1,5,0,0,1,0,1,0,1,0,3,2020
Tennessee,Minnesota,09/27/2020,Clete Blakeman,4,45,1,10,2,30,1,5,1,0,0,1,1,0,3,2020
Minnesota,Tennessee,09/27/2020,Clete Blakeman,3,20,1,10,0,0,2,10,2,0,0,2,1,0,3,2020
Las Vegas,New England,09/27/2020,Ron Torbert,6,40,2,10,2,20,2,10,2,1,0,1,1,0,3,2020
New England,Las Vegas,09/27/2020,Ron Torbert,2,33,0,0,2,33,0,0,0,0,0,0,2,0,3,2020
San Francisco,N.Y. Giants,09/27/2020,Clay Martin,6,45,4,35,2,10,0,0,1,1,0,0,1,1,3,2020
N.Y. Giants,San Francisco,09/27/2020,Clay Martin,5,28,1,5,3,15,1,8,3,1,2,0,0,1,3,2020
Cincinnati,Philadelphia,09/27/2020,Adrian Hill,9,73,5,25,4,48,0,0,3,3,0,0,0,0,3,2020
Philadelphia,Cincinnati,09/27/2020,Adrian Hill,11,93,3,25,5,43,3,25,5,1,2,2,1,0,3,2020
Houston,Pittsburgh,09/27/2020,Shawn Smith,4,49,1,5,2,39,1,5,2,1,0,1,0,0,3,2020
Pittsburgh,Houston,09/27/2020,Shawn Smith,2,14,2,14,0,0,0,0,0,0,0,0,0,0,3,2020
Indianapolis,N.Y. Jets,09/27/2020,Craig Wrolstad,4,40,2,20,1,10,1,10,0,0,0,0,0,0,3,2020
N.Y. Jets,Indianapolis,09/27/2020,Craig Wrolstad,7,57,3,30,2,8,2,19,0,0,0,0,0,0,3,2020
LA Chargers,Carolina,09/27/2020,Tony Corrente,8,60,5,45,2,10,1,5,4,1,2,1,0,0,3,2020
Carolina,LA Chargers,09/27/2020,Tony Corrente,3,30,2,15,1,15,0,0,1,1,0,0,2,0,3,2020
Detroit,Arizona,09/27/2020,Scott Novak,7,46,3,20,2,11,2,15,3,2,0,1,1,0,3,2020
Arizona,Detroit,09/27/2020,Scott Novak,7,48,2,15,4,28,1,5,3,1,1,1,1,0,3,2020
Denver,Tampa Bay,09/27/2020,Land Clark,4,30,4,30,0,0,0,0,1,1,0,0,4,1,3,2020
Tampa Bay,Denver,09/27/2020,Land Clark,9,71,4,35,3,21,2,15,4,1,2,1,1,1,3,2020
Seattle,Dallas,09/27/2020,Carl Cheffers,5,30,3,20,2,10,0,0,3,2,1,0,4,0,3,2020
Dallas,Seattle,09/27/2020,Carl Cheffers,10,59,3,15,5,33,2,11,3,2,0,1,1,0,3,2020
New Orleans,Green Bay,09/27/2020,Brad Rogers,8,83,2,15,5,53,1,15,2,1,1,0,1,0,3,2020
Green Bay,New Orleans,09/27/2020,Brad Rogers,2,10,0,0,2,10,0,0,0,0,0,0,0,0,3,2020
Baltimore,Kansas City,09/28/2020,John Hussey,6,45,3,20,3,25,0,0,3,2,1,0,1,0,3,2020
Kansas City,Baltimore,09/28/2020,John Hussey,6,38,2,9,4,29,0,0,3,2,1,0,0,0,3,2020
Denver,N.Y. Jets,10/01/2020,Jerome Boger,8,94,4,30,1,38,3,26,3,2,0,1,0,0,4,2020
N.Y. Jets,Denver,10/01/2020,Jerome Boger,11,118,2,15,8,93,1,10,1,0,1,0,2,0,4,2020
Carolina,Arizona,10/04/2020,Ron Torbert,10,72,5,31,5,41,0,0,4,3,1,0,0,0,4,2020
Arizona,Carolina,10/04/2020,Ron Torbert,5,29,2,10,3,19,0,0,2,2,0,0,1,0,4,2020
Indianapolis,Chicago,10/04/2020,Craig Wrolstad,8,76,4,29,4,47,0,0,4,2,2,0,0,0,4,2020
Chicago,Indianapolis,10/04/2020,Craig Wrolstad,8,103,0,0,4,66,4,37,0,0,0,0,1,0,4,2020
Cincinnati,Jacksonville,10/04/2020,Alex Kemp,7,73,2,20,5,53,0,0,0,0,0,0,1,0,4,2020
