Against,Beneficiary,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Denver,Tennessee,10/13/2019,Alex Kemp,8,51,3,15,5,36,0,0,3,2,1,0,3,0,6,2019
N.Y. Jets,Dallas,10/13/2019,Brad Rogers,8,105,3,30,4,65,1,10,0,0,0,0,1,1,6,2019
Dallas,N.Y. Jets,10/13/2019,Brad Rogers,9,68,4,35,5,33,0,0,3,1,2,0,1,1,6,2019
Pittsburgh,LA Chargers,10/13/2019,John Hussey,6,45,2,15,3,25,1,5,1,0,0,1,0,0,6,2019
LA Chargers,Pittsburgh,10/13/2019,John Hussey,8,74,2,22,4,37,2,15,2,0,2,0,1,0,6,2019
Detroit,Green Bay,10/14/2019,Clete Blakeman,8,50,3,15,4,30,1,5,3,3,0,0,0,0,6,2019
Green Bay,Detroit,10/14/2019,Clete Blakeman,6,48,4,35,1,3,1,10,2,1,1,0,0,0,6,2019
Kansas City,Denver,10/17/2019,Shawn Smith,6,46,1,10,4,26,1,10,1,0,1,0,0,0,7,2019
Denver,Kansas City,10/17/2019,Shawn Smith,4,33,2,20,2,13,0,0,0,0,0,0,2,0,7,2019
LA Rams,Atlanta,10/20/2019,Ron Torbert,5,24,3,14,1,5,1,5,4,3,0,1,0,1,7,2019
Atlanta,LA Rams,10/20/2019,Ron Torbert,5,48,2,20,1,15,2,13,1,0,0,1,0,2,7,2019
Miami,Buffalo,10/20/2019,Carl Cheffers,6,55,4,35,2,20,0,0,1,1,0,0,2,0,7,2019
Buffalo,Miami,10/20/2019,Carl Cheffers,9,83,5,45,4,38,0,0,2,1,1,0,0,0,7,2019
Jacksonville,Cincinnati,10/20/2019,Craig Wrolstad,11,130,2,15,7,85,2,30,1,1,0,0,3,0,7,2019
Cincinnati,Jacksonville,10/20/2019,Craig Wrolstad,6,50,4,30,1,5,1,15,4,3,1,0,1,0,7,2019
Minnesota,Detroit,10/20/2019,Brad Rogers,6,61,0,0,5,58,1,3,1,0,1,0,3,1,7,2019
Detroit,Minnesota,10/20/2019,Brad Rogers,8,67,3,30,3,22,2,15,1,0,0,1,0,1,7,2019
Oakland,Green Bay,10/20/2019,Alex Kemp,8,97,3,30,3,42,2,25,1,0,1,0,1,0,7,2019
Green Bay,Oakland,10/20/2019,Alex Kemp,3,20,2,15,1,5,0,0,1,1,0,0,0,0,7,2019
Houston,Indianapolis,10/20/2019,Tony Corrente,10,54,5,30,5,24,0,0,5,4,1,0,1,1,7,2019
Indianapolis,Houston,10/20/2019,Tony Corrente,6,45,5,40,0,0,1,5,3,2,0,1,2,1,7,2019
Arizona,N.Y. Giants,10/20/2019,Adrian Hill,10,85,3,25,4,30,3,30,4,1,2,1,0,0,7,2019
N.Y. Giants,Arizona,10/20/2019,Adrian Hill,6,75,3,30,2,40,1,5,1,0,0,1,3,0,7,2019
San Francisco,Washington,10/20/2019,Clete Blakeman,2,20,0,0,2,20,0,0,1,0,1,0,0,0,7,2019
Washington,San Francisco,10/20/2019,Clete Blakeman,7,47,5,40,2,7,0,0,2,2,0,0,1,0,7,2019
Tennessee,LA Chargers,10/20/2019,Bill Vinovich,7,54,3,20,3,24,1,10,2,2,0,0,2,0,7,2019
LA Chargers,Tennessee,10/20/2019,Bill Vinovich,4,29,1,4,2,20,1,5,3,1,1,1,0,0,7,2019
Chicago,New Orleans,10/20/2019,Scott Novak,3,10,1,5,1,5,1,0,2,1,1,0,0,1,7,2019
New Orleans,Chicago,10/20/2019,Scott Novak,4,35,3,25,0,0,1,10,1,1,0,0,2,1,7,2019
Baltimore,Seattle,10/20/2019,Brad Allen,8,75,3,15,3,35,2,25,3,2,1,0,3,0,7,2019
Seattle,Baltimore,10/20/2019,Brad Allen,2,18,1,10,0,0,1,8,0,0,0,0,1,0,7,2019
Philadelphia,Dallas,10/20/2019,Jerome Boger,5,40,2,15,1,5,2,20,1,1,0,0,3,0,7,2019
Dallas,Philadelphia,10/20/2019,Jerome Boger,6,65,4,35,2,30,0,0,1,1,0,0,2,0,7,2019
N.Y. Jets,New England,10/21/2019,Shawn Hochuli,8,60,5,35,2,17,1,8,1,1,0,0,0,0,7,2019
New England,N.Y. Jets,10/21/2019,Shawn Hochuli,7,92,3,33,4,59,0,0,0,0,0,0,2,0,7,2019
Washington,Minnesota,10/24/2019,Carl Cheffers,4,46,1,10,3,36,0,0,0,0,0,0,3,0,8,2019
Minnesota,Washington,10/24/2019,Carl Cheffers,7,74,6,55,1,19,0,0,1,1,0,0,2,0,8,2019
Seattle,Atlanta,10/27/2019,Clete Blakeman,9,60,5,40,3,15,1,5,6,2,3,1,3,1,8,2019
Atlanta,Seattle,10/27/2019,Clete Blakeman,5,40,5,40,0,0,0,0,2,2,0,0,0,1,8,2019
Buffalo,Philadelphia,10/27/2019,John Hussey,8,57,4,25,3,17,1,15,5,3,2,0,2,0,8,2019
Philadelphia,Buffalo,10/27/2019,John Hussey,4,44,2,20,2,24,0,0,1,1,0,0,2,0,8,2019
Chicago,LA Chargers,10/27/2019,Brad Rogers,5,42,3,20,1,12,1,10,2,2,0,0,0,0,8,2019
LA Chargers,Chicago,10/27/2019,Brad Rogers,8,53,3,30,5,23,0,0,0,0,0,0,3,0,8,2019
Detroit,N.Y. Giants,10/27/2019,Scott Novak,7,75,3,30,4,45,0,0,1,1,0,0,1,0,8,2019
N.Y. Giants,Detroit,10/27/2019,Scott Novak,5,44,2,20,0,0,3,24,0,0,0,0,0,0,8,2019
Oakland,Houston,10/27/2019,Craig Wrolstad,11,100,3,25,6,60,2,15,2,1,1,0,0,0,8,2019
Houston,Oakland,10/27/2019,Craig Wrolstad,7,50,6,40,0,0,1,10,4,4,0,0,1,0,8,2019
N.Y. Jets,Jacksonville,10/27/2019,Brad Allen,10,83,5,45,4,31,1,7,2,2,0,0,0,0,8,2019
Jacksonville,N.Y. Jets,10/27/2019,Brad Allen,9,70,5,40,3,25,1,5,4,2,2,0,1,0,8,2019
LA Rams,Cincinnati,10/27/2019,Jerome Boger,9,59,4,33,4,19,1,7,2,2,0,0,2,0,8,2019
Cincinnati,LA Rams,10/27/2019,Jerome Boger,6,40,4,25,1,5,1,10,4,3,1,0,1,0,8,2019
Arizona,New Orleans,10/27/2019,Clay Martin,5,35,1,10,3,15,1,10,2,0,2,0,1,0,8,2019
New Orleans,Arizona,10/27/2019,Clay Martin,2,15,1,10,0,0,1,5,1,0,0,1,0,0,8,2019
Tennessee,Tampa Bay,10/27/2019,Adrian Hill,6,77,3,20,2,47,1,10,3,2,1,0,0,0,8,2019
Tampa Bay,Tennessee,10/27/2019,Adrian Hill,9,87,4,30,4,47,1,10,4,2,2,0,2,0,8,2019
Carolina,San Francisco,10/27/2019,Shawn Smith,9,70,5,35,3,25,1,10,2,1,1,0,2,0,8,2019
San Francisco,Carolina,10/27/2019,Shawn Smith,4,31,2,15,1,1,1,15,2,1,1,0,1,0,8,2019
Indianapolis,Denver,10/27/2019,Walt Anderson,10,103,2,20,6,65,2,18,1,0,1,0,1,0,8,2019
Denver,Indianapolis,10/27/2019,Walt Anderson,10,88,5,40,3,28,2,20,2,2,0,0,2,0,8,2019
Cleveland,New England,10/27/2019,Tony Corrente,13,85,8,55,3,15,2,15,6,5,0,1,2,0,8,2019
New England,Cleveland,10/27/2019,Tony Corrente,4,32,1,5,2,22,1,5,2,0,1,1,0,0,8,2019
Green Bay,Kansas City,10/27/2019,Bill Vinovich,4,25,3,20,1,5,0,0,2,2,0,0,1,0,8,2019
Kansas City,Green Bay,10/27/2019,Bill Vinovich,3,30,0,0,2,20,1,10,1,0,1,0,0,0,8,2019
Pittsburgh,Miami,10/28/2019,Ron Torbert,9,70,8,65,1,5,0,0,4,3,1,0,2,0,8,2019
Miami,Pittsburgh,10/28/2019,Ron Torbert,5,45,2,10,2,30,1,5,3,2,0,1,2,0,8,2019
San Francisco,Arizona,10/31/2019,Brad Rogers,8,75,5,35,2,30,1,10,3,3,0,0,0,0,9,2019
Arizona,San Francisco,10/31/2019,Brad Rogers,9,65,5,35,2,10,2,20,2,1,1,0,2,0,9,2019
Houston,Jacksonville,11/03/2019,Clete Blakeman,7,60,7,60,0,0,0,0,3,3,0,0,0,0,9,2019
Jacksonville,Houston,11/03/2019,Clete Blakeman,4,34,2,14,2,20,0,0,1,1,0,0,2,0,9,2019
Washington,Buffalo,11/03/2019,Tony Corrente,3,15,2,10,1,5,0,0,2,2,0,0,2,0,9,2019
Buffalo,Washington,11/03/2019,Tony Corrente,2,20,2,20,0,0,0,0,0,0,0,0,2,0,9,2019
Carolina,Tennessee,11/03/2019,Ron Torbert,6,77,1,10,4,57,1,10,2,0,2,0,2,1,9,2019
Tennessee,Carolina,11/03/2019,Ron Torbert,11,99,6,58,3,16,2,25,4,2,2,0,1,1,9,2019
Kansas City,Minnesota,11/03/2019,Alex Kemp,4,25,2,15,2,10,0,0,1,1,0,0,2,0,9,2019
Minnesota,Kansas City,11/03/2019,Alex Kemp,3,25,3,25,0,0,0,0,0,0,0,0,1,0,9,2019
N.Y. Jets,Miami,11/03/2019,Walt Anderson,10,105,6,45,3,45,1,15,2,2,0,0,2,0,9,2019
Miami,N.Y. Jets,11/03/2019,Walt Anderson,6,51,3,29,3,22,0,0,0,0,0,0,1,0,9,2019
Chicago,Philadelphia,11/03/2019,Craig Wrolstad,9,70,2,15,7,55,0,0,5,1,4,0,1,0,9,2019
Philadelphia,Chicago,11/03/2019,Craig Wrolstad,8,75,5,40,2,20,1,15,3,2,1,0,1,0,9,2019
Pittsburgh,Indianapolis,11/03/2019,Brad Allen,5,70,1,5,3,55,1,10,2,1,1,0,0,0,9,2019
Indianapolis,Pittsburgh,11/03/2019,Brad Allen,7,89,3,20,3,54,1,15,2,2,0,0,2,0,9,2019
Detroit,Oakland,11/03/2019,Shawn Hochuli,5,35,3,25,2,10,0,0,2,1,1,0,0,1,9,2019
Oakland,Detroit,11/03/2019,Shawn Hochuli,10,96,3,25,6,56,1,15,3,1,2,0,2,1,9,2019
Seattle,Tampa Bay,11/03/2019,John Hussey,4,45,1,10,3,35,0,0,0,0,0,0,0,0,9,2019
Tampa Bay,Seattle,11/03/2019,John Hussey,11,82,5,24,6,58,0,0,5,3,2,0,0,0,9,2019
Cleveland,Denver,11/03/2019,Bill Vinovich,5,40,0,0,4,30,1,10,1,0,1,0,1,0,9,2019
Denver,Cleveland,11/03/2019,Bill Vinovich,7,55,3,20,3,30,1,5,2,2,0,0,1,0,9,2019
LA Chargers,Green Bay,11/03/2019,Adrian Hill,5,45,3,25,1,15,1,5,1,1,0,0,0,0,9,2019
Green Bay,LA Chargers,11/03/2019,Adrian Hill,8,45,5,30,0,0,3,15,5,4,0,1,2,0,9,2019
New England,Baltimore,11/03/2019,Carl Cheffers,7,48,3,30,3,15,1,3,3,0,2,1,0,0,9,2019
Baltimore,New England,11/03/2019,Carl Cheffers,4,34,2,9,1,15,1,10,1,1,0,0,1,0,9,2019
N.Y. Giants,Dallas,11/04/2019,Clay Martin,8,71,2,10,5,46,1,15,4,2,2,0,1,1,9,2019
Dallas,N.Y. Giants,11/04/2019,Clay Martin,10,104,4,40,4,39,2,25,3,1,2,0,1,1,9,2019
Oakland,LA Chargers,11/07/2019,Walt Anderson,12,97,2,20,8,61,2,16,5,0,4,1,1,1,10,2019
LA Chargers,Oakland,11/07/2019,Walt Anderson,8,70,3,21,3,30,2,19,2,2,0,0,4,1,10,2019
Chicago,Detroit,11/10/2019,Carl Cheffers,7,57,2,15,4,32,1,10,1,1,0,0,0,1,10,2019
Detroit,Chicago,11/10/2019,Carl Cheffers,8,76,6,50,2,26,0,0,2,2,0,0,3,1,10,2019
Cincinnati,Baltimore,11/10/2019,Scott Novak,1,5,1,5,0,0,0,0,1,1,0,0,2,0,10,2019
Baltimore,Cincinnati,11/10/2019,Scott Novak,5,35,1,5,2,20,2,10,2,1,0,1,0,0,10,2019
Cleveland,Buffalo,11/10/2019,Ron Torbert,4,70,2,20,2,50,0,0,1,1,0,0,0,1,10,2019
Buffalo,Cleveland,11/10/2019,Ron Torbert,7,40,4,35,3,5,0,0,2,1,1,0,0,1,10,2019
Green Bay,Carolina,11/10/2019,Jerome Boger,10,64,7,49,2,5,1,10,6,4,2,0,2,1,10,2019
Carolina,Green Bay,11/10/2019,Jerome Boger,5,46,0,0,4,41,1,5,1,0,0,1,2,1,10,2019
New Orleans,Atlanta,11/10/2019,Brad Allen,12,90,6,50,5,25,1,15,3,3,0,0,0,0,10,2019
Atlanta,New Orleans,11/10/2019,Brad Allen,7,48,5,35,1,8,1,5,4,3,0,1,2,0,10,2019
N.Y. Giants,N.Y. Jets,11/10/2019,John Hussey,6,62,3,20,3,42,0,0,3,2,1,0,0,0,10,2019
N.Y. Jets,N.Y. Giants,11/10/2019,John Hussey,7,54,2,14,4,30,1,10,3,1,2,0,0,0,10,2019
Tampa Bay,Arizona,11/10/2019,Craig Wrolstad,9,94,7,51,2,43,0,0,3,3,0,0,1,0,10,2019
Arizona,Tampa Bay,11/10/2019,Craig Wrolstad,11,87,4,25,4,46,3,16,4,3,0,1,0,0,10,2019
Kansas City,Tennessee,11/10/2019,Tony Corrente,9,80,4,45,3,15,2,20,0,0,0,0,1,0,10,2019
Tennessee,Kansas City,11/10/2019,Tony Corrente,8,64,4,29,2,14,2,21,2,2,0,0,1,0,10,2019
Indianapolis,Miami,11/10/2019,Clay Martin,3,25,1,5,1,15,1,5,1,1,0,0,1,1,10,2019
Miami,Indianapolis,11/10/2019,Clay Martin,4,30,3,25,0,0,1,5,2,1,0,1,1,1,10,2019
LA Rams,Pittsburgh,11/10/2019,Shawn Smith,10,95,6,45,3,45,1,5,4,3,0,1,2,0,10,2019
Pittsburgh,LA Rams,11/10/2019,Shawn Smith,13,102,4,35,3,27,6,40,4,1,0,3,2,0,10,2019
Minnesota,Dallas,11/10/2019,Shawn Hochuli,5,35,3,15,2,20,0,0,3,3,0,0,3,0,10,2019
Dallas,Minnesota,11/10/2019,Shawn Hochuli,5,39,0,0,5,39,0,0,2,0,2,0,0,0,10,2019
Seattle,San Francisco,11/11/2019,Alex Kemp,9,75,1,5,7,55,1,15,4,1,3,0,0,0,10,2019
San Francisco,Seattle,11/11/2019,Alex Kemp,5,40,3,20,0,0,2,20,3,2,0,1,0,0,10,2019
Pittsburgh,Cleveland,11/14/2019,Clete Blakeman,6,41,5,35,1,6,0,0,3,3,0,0,2,2,11,2019
Cleveland,Pittsburgh,11/14/2019,Clete Blakeman,8,121,1,5,5,106,2,10,1,1,0,0,2,3,11,2019
Houston,Baltimore,11/17/2019,Alex Kemp,5,60,1,5,4,55,0,0,3,1,2,0,3,1,11,2019
Baltimore,Houston,11/17/2019,Alex Kemp,8,65,5,30,3,35,0,0,3,3,0,0,0,1,11,2019
Atlanta,Carolina,11/17/2019,Adrian Hill,3,20,3,20,0,0,0,0,0,0,0,0,2,0,11,2019
Carolina,Atlanta,11/17/2019,Adrian Hill,8,68,6,58,1,1,1,9,2,2,0,0,2,0,11,2019
Dallas,Detroit,11/17/2019,Tony Corrente,6,45,1,5,3,25,2,15,3,0,2,1,1,0,11,2019
Detroit,Dallas,11/17/2019,Tony Corrente,11,89,5,29,2,20,4,40,3,2,0,1,3,0,11,2019
Jacksonville,Indianapolis,11/17/2019,Shawn Hochuli,8,81,4,35,2,26,2,20,1,1,0,0,0,0,11,2019
Indianapolis,Jacksonville,11/17/2019,Shawn Hochuli,3,20,3,20,0,0,0,0,2,2,0,0,2,0,11,2019
Miami,Buffalo,11/17/2019,Scott Novak,6,44,2,15,2,10,2,19,1,1,0,0,3,1,11,2019
Buffalo,Miami,11/17/2019,Scott Novak,5,50,2,15,3,35,0,0,1,1,0,0,0,1,11,2019
Denver,Minnesota,11/17/2019,Clay Martin,6,35,4,25,2,10,0,0,4,3,1,0,3,1,11,2019
Minnesota,Denver,11/17/2019,Clay Martin,5,49,2,15,2,29,1,5,2,1,0,1,0,1,11,2019
Tampa Bay,New Orleans,11/17/2019,Brad Rogers,7,55,3,25,3,15,1,15,4,1,3,0,1,0,11,2019
New Orleans,Tampa Bay,11/17/2019,Brad Rogers,9,76,4,35,5,41,0,0,1,1,0,0,1,0,11,2019
Washington,N.Y. Jets,11/17/2019,Jerome Boger,11,66,5,30,2,10,4,26,4,3,1,0,2,0,11,2019
N.Y. Jets,Washington,11/17/2019,Jerome Boger,6,55,3,29,1,1,2,25,0,0,0,0,0,0,11,2019
San Francisco,Arizona,11/17/2019,Walt Anderson,10,127,5,40,4,77,1,10,3,2,1,0,0,0,11,2019
Arizona,San Francisco,11/17/2019,Walt Anderson,10,104,3,20,7,84,0,0,4,1,3,0,1,0,11,2019
Oakland,Cincinnati,11/17/2019,Shawn Smith,7,42,3,20,3,13,1,9,3,1,2,0,2,1,11,2019
Cincinnati,Oakland,11/17/2019,Shawn Smith,4,40,2,15,1,15,1,10,1,1,0,0,0,1,11,2019
New England,Philadelphia,11/17/2019,Bill Vinovich,6,89,1,10,5,79,0,0,0,0,0,0,1,0,11,2019
Philadelphia,New England,11/17/2019,Bill Vinovich,7,39,5,22,1,11,1,6,3,3,0,0,0,0,11,2019
LA Rams,Chicago,11/17/2019,John Hussey,6,34,3,19,2,10,1,5,4,2,1,1,1,0,11,2019
Chicago,LA Rams,11/17/2019,John Hussey,2,25,0,0,0,0,2,25,0,0,0,0,3,0,11,2019
Kansas City,LA Chargers,11/18/2019,Brad Allen,8,102,4,30,3,57,1,15,2,2,0,0,0,0,11,2019
LA Chargers,Kansas City,11/18/2019,Brad Allen,9,60,4,35,4,20,1,5,3,1,2,0,0,0,11,2019
Houston,Indianapolis,11/21/2019,Ron Torbert,4,27,3,22,1,5,0,0,1,1,0,0,0,2,12,2019
Indianapolis,Houston,11/21/2019,Ron Torbert,3,29,2,20,0,0,1,9,0,0,0,0,0,2,12,2019
Atlanta,Tampa Bay,11/24/2019,Clay Martin,7,60,5,40,1,5,1,15,3,2,1,0,0,0,12,2019
Tampa Bay,Atlanta,11/24/2019,Clay Martin,8,51,3,16,3,25,2,10,4,2,1,1,3,0,12,2019
Denver,Buffalo,11/24/2019,Jerome Boger,7,70,3,30,3,25,1,15,3,1,2,0,0,0,12,2019
Buffalo,Denver,11/24/2019,Jerome Boger,12,90,7,50,3,25,2,15,5,4,1,0,0,0,12,2019
N.Y. Giants,Chicago,11/24/2019,Shawn Hochuli,6,35,1,5,4,20,1,10,3,0,3,0,1,0,12,2019
Chicago,N.Y. Giants,11/24/2019,Shawn Hochuli,6,53,4,44,1,4,1,5,1,1,0,0,4,0,12,2019
Cincinnati,Pittsburgh,11/24/2019,Adrian Hill,7,79,3,25,4,54,0,0,2,1,1,0,0,0,12,2019
Pittsburgh,Cincinnati,11/24/2019,Adrian Hill,10,76,4,35,4,30,2,11,1,1,0,0,1,0,12,2019
Miami,Cleveland,11/24/2019,Brad Rogers,8,94,0,0,7,84,1,10,2,0,2,0,3,0,12,2019
Cleveland,Miami,11/24/2019,Brad Rogers,7,70,3,25,4,45,0,0,0,0,0,0,2,0,12,2019
Carolina,New Orleans,11/24/2019,Alex Kemp,3,25,2,10,1,15,0,0,2,2,0,0,1,1,12,2019
New Orleans,Carolina,11/24/2019,Alex Kemp,12,123,6,62,5,56,1,5,3,2,0,1,4,1,12,2019
N.Y. Jets,Oakland,11/24/2019,Clete Blakeman,4,37,3,32,0,0,1,5,1,0,0,1,0,0,12,2019
Oakland,N.Y. Jets,11/24/2019,Clete Blakeman,4,35,2,15,1,5,1,15,1,1,0,0,0,0,12,2019
Washington,Detroit,11/24/2019,Bill Vinovich,8,63,3,20,3,28,2,15,3,2,0,1,0,0,12,2019
Detroit,Washington,11/24/2019,Bill Vinovich,6,65,4,40,1,15,1,10,1,1,0,0,1,0,12,2019
Jacksonville,Tennessee,11/24/2019,Shawn Smith,11,104,6,55,2,29,3,20,2,2,0,0,1,0,12,2019
Tennessee,Jacksonville,11/24/2019,Shawn Smith,6,54,3,29,3,25,0,0,0,0,0,0,0,0,12,2019
New England,Dallas,11/24/2019,Scott Novak,6,56,3,20,2,31,1,5,3,2,0,1,1,0,12,2019
Dallas,New England,11/24/2019,Scott Novak,7,50,4,35,1,5,2,10,3,1,0,2,0,0,12,2019
Green Bay,San Francisco,11/24/2019,Carl Cheffers,5,50,4,45,1,5,0,0,0,0,0,0,0,1,12,2019
San Francisco,Green Bay,11/24/2019,Carl Cheffers,9,78,2,22,7,56,0,0,1,0,1,0,0,1,12,2019
Seattle,Philadelphia,11/24/2019,Walt Anderson,12,90,7,50,4,30,1,10,6,4,2,0,1,0,12,2019
Philadelphia,Seattle,11/24/2019,Walt Anderson,2,15,1,10,1,5,0,0,0,0,0,0,1,0,12,2019
Baltimore,LA Rams,11/25/2019,Craig Wrolstad,8,66,4,36,4,30,0,0,2,2,0,0,3,0,12,2019
LA Rams,Baltimore,11/25/2019,Craig Wrolstad,8,56,4,26,2,20,2,10,5,3,1,1,0,0,12,2019
Chicago,Detroit,11/28/2019,Jerome Boger,10,89,6,55,4,34,0,0,3,1,2,0,1,2,13,2019
Detroit,Chicago,11/28/2019,Jerome Boger,9,85,6,50,1,5,2,30,3,2,1,0,2,2,13,2019
Buffalo,Dallas,11/28/2019,Bill Vinovich,7,53,1,10,6,43,0,0,1,0,1,0,3,0,13,2019
Dallas,Buffalo,11/28/2019,Bill Vinovich,5,66,1,5,4,61,0,0,2,1,1,0,0,0,13,2019
New Orleans,Atlanta,11/28/2019,Shawn Smith,9,121,1,10,6,92,2,19,0,0,0,0,0,1,13,2019
Atlanta,New Orleans,11/28/2019,Shawn Smith,4,18,2,8,1,5,1,5,3,2,1,0,0,1,13,2019
San Francisco,Baltimore,12/01/2019,Brad Allen,6,54,3,20,3,34,0,0,3,2,1,0,1,0,13,2019
Baltimore,San Francisco,12/01/2019,Brad Allen,3,23,1,5,2,18,0,0,2,1,1,0,0,0,13,2019
Washington,Carolina,12/01/2019,Scott Novak,6,65,2,15,3,45,1,5,1,1,0,0,0,0,13,2019
Carolina,Washington,12/01/2019,Scott Novak,5,43,2,10,1,7,2,26,2,2,0,0,0,0,13,2019
N.Y. Jets,Cincinnati,12/01/2019,Ron Torbert,10,106,7,49,1,39,2,18,2,2,0,0,0,0,13,2019
Cincinnati,N.Y. Jets,12/01/2019,Ron Torbert,2,15,2,15,0,0,0,0,1,1,0,0,0,0,13,2019
Indianapolis,Tennessee,12/01/2019,Carl Cheffers,6,40,5,35,1,5,0,0,3,2,1,0,0,0,13,2019
Tennessee,Indianapolis,12/01/2019,Carl Cheffers,3,33,1,10,1,15,1,8,0,0,0,0,1,0,13,2019
Jacksonville,Tampa Bay,12/01/2019,Walt Anderson,16,125,8,54,3,31,5,40,7,4,1,2,2,0,13,2019
Tampa Bay,Jacksonville,12/01/2019,Walt Anderson,8,44,5,31,3,13,0,0,5,3,2,0,0,0,13,2019
Oakland,Kansas City,12/01/2019,John Hussey,12,99,3,25,7,54,2,20,4,1,3,0,1,1,13,2019
Kansas City,Oakland,12/01/2019,John Hussey,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2019
Miami,Philadelphia,12/01/2019,Adrian Hill,7,59,2,15,2,25,3,19,2,1,0,1,1,0,13,2019
Philadelphia,Miami,12/01/2019,Adrian Hill,10,91,4,30,6,61,0,0,4,2,2,0,3,0,13,2019
Green Bay,N.Y. Giants,12/01/2019,Craig Wrolstad,7,54,4,30,3,24,0,0,4,2,2,0,0,1,13,2019
N.Y. Giants,Green Bay,12/01/2019,Craig Wrolstad,4,31,0,0,4,31,0,0,0,0,0,0,1,1,13,2019
LA Rams,Arizona,12/01/2019,Alex Kemp,8,81,4,40,2,31,2,10,1,0,0,1,2,0,13,2019
Arizona,LA Rams,12/01/2019,Alex Kemp,2,7,1,5,1,2,0,0,1,1,0,0,0,0,13,2019
LA Chargers,Denver,12/01/2019,Brad Rogers,7,82,5,30,1,37,1,15,4,4,0,0,1,1,13,2019
Denver,LA Chargers,12/01/2019,Brad Rogers,3,25,2,10,0,0,1,15,2,2,0,0,0,1,13,2019
Cleveland,Pittsburgh,12/01/2019,Clay Martin,5,34,4,23,1,11,0,0,3,3,0,0,2,0,13,2019
Pittsburgh,Cleveland,12/01/2019,Clay Martin,10,65,8,45,2,20,0,0,8,7,1,0,1,0,13,2019
Houston,New England,12/01/2019,Tony Corrente,8,79,2,15,5,52,1,12,1,1,0,0,2,0,13,2019
New England,Houston,12/01/2019,Tony Corrente,8,60,5,45,2,10,1,5,2,1,0,1,0,0,13,2019
Minnesota,Seattle,12/02/2019,Clete Blakeman,3,30,2,15,1,15,0,0,1,1,0,0,0,0,13,2019
Seattle,Minnesota,12/02/2019,Clete Blakeman,1,30,0,0,1,30,0,0,0,0,0,0,0,0,13,2019
Dallas,Chicago,12/05/2019,Brad Rogers,6,52,2,27,4,25,0,0,2,0,2,0,0,0,14,2019
Chicago,Dallas,12/05/2019,Brad Rogers,4,30,3,20,0,0,1,10,2,2,0,0,0,0,14,2019
Carolina,Atlanta,12/08/2019,Clete Blakeman,7,44,2,20,4,19,1,5,5,0,4,1,0,0,14,2019
Atlanta,Carolina,12/08/2019,Clete Blakeman,6,58,2,15,1,34,3,9,2,1,0,1,1,0,14,2019
Buffalo,Baltimore,12/08/2019,Shawn Smith,5,49,1,10,4,39,0,0,0,0,0,0,1,1,14,2019
Baltimore,Buffalo,12/08/2019,Shawn Smith,9,99,1,10,7,87,1,2,1,0,1,0,1,1,14,2019
Cincinnati,Cleveland,12/08/2019,Carl Cheffers,8,99,4,50,2,20,2,29,0,0,0,0,1,0,14,2019
Cleveland,Cincinnati,12/08/2019,Carl Cheffers,6,30,3,15,3,15,0,0,4,3,1,0,1,0,14,2019
Green Bay,Washington,12/08/2019,Clay Martin,5,34,2,10,3,24,0,0,4,2,2,0,0,0,14,2019
Washington,Green Bay,12/08/2019,Clay Martin,3,25,2,15,0,0,1,10,1,1,0,0,0,0,14,2019
Houston,Denver,12/08/2019,Adrian Hill,9,44,4,20,3,14,2,10,6,4,0,2,0,0,14,2019
Denver,Houston,12/08/2019,Adrian Hill,7,50,3,30,2,10,2,10,3,0,1,2,0,0,14,2019
Minnesota,Detroit,12/08/2019,Walt Anderson,8,55,1,5,5,35,2,15,3,1,1,1,1,1,14,2019
Detroit,Minnesota,12/08/2019,Walt Anderson,4,28,1,10,3,18,0,0,0,0,0,0,0,1,14,2019
San Francisco,New Orleans,12/08/2019,John Hussey,10,67,5,35,3,12,2,20,3,3,0,0,0,0,14,2019
New Orleans,San Francisco,12/08/2019,John Hussey,5,50,1,10,3,25,1,15,0,0,0,0,1,0,14,2019
Miami,N.Y. Jets,12/08/2019,Craig Wrolstad,5,48,2,20,3,28,0,0,0,0,0,0,2,0,14,2019
N.Y. Jets,Miami,12/08/2019,Craig Wrolstad,5,88,0,0,5,88,0,0,0,0,0,0,0,0,14,2019
Tampa Bay,Indianapolis,12/08/2019,Tony Corrente,6,104,2,26,4,78,0,0,1,0,1,0,4,0,14,2019
Indianapolis,Tampa Bay,12/08/2019,Tony Corrente,3,35,1,10,1,15,1,10,0,0,0,0,1,0,14,2019
Jacksonville,LA Chargers,12/08/2019,Bill Vinovich,10,101,3,30,5,46,2,25,2,0,2,0,0,0,14,2019
LA Chargers,Jacksonville,12/08/2019,Bill Vinovich,6,65,3,30,3,35,0,0,1,1,0,0,0,0,14,2019
Arizona,Pittsburgh,12/08/2019,Ron Torbert,7,75,1,5,4,55,2,15,2,1,0,1,0,0,14,2019
Pittsburgh,Arizona,12/08/2019,Ron Torbert,4,20,1,5,3,15,0,0,3,1,2,0,0,0,14,2019
